issue_time,target_time,target_time_local,lead_hour,power_pred
2026-02-06,2026-02-07 10:00:00,2026-02-07 16:00:00,35,0.11995624999999999
2026-02-06,2026-02-07 11:00:00,2026-02-07 17:00:00,36,0.05797916666666667
2026-02-06,2026-02-07 12:00:00,2026-02-07 18:00:00,37,0.028633333333333337
2026-02-06,2026-02-07 13:00:00,2026-02-07 19:00:00,38,0.02978333333333333
2026-02-06,2026-02-07 14:00:00,2026-02-07 20:00:00,39,0.07417916666666666
2026-02-06,2026-02-07 15:00:00,2026-02-07 21:00:00,40,0.23500416666666674
2026-02-06,2026-02-07 16:00:00,2026-02-07 22:00:00,41,0.3045833333333333
2026-02-06,2026-02-07 17:00:00,2026-02-07 23:00:00,42,0.34780833333333333
2026-02-06,2026-02-07 18:00:00,2026-02-08 00:00:00,43,0.3875833333333333
2026-02-06,2026-02-07 19:00:00,2026-02-08 01:00:00,44,0.39899166666666674
2026-02-06,2026-02-07 20:00:00,2026-02-08 02:00:00,45,0.4091666666666667
2026-02-06,2026-02-07 21:00:00,2026-02-08 03:00:00,46,0.45250833333333357
2026-02-06,2026-02-07 22:00:00,2026-02-08 04:00:00,47,0.5522166666666671
2026-02-06,2026-02-07 23:00:00,2026-02-08 05:00:00,48,0.7124999999999999
2026-02-07,2026-02-07 00:00:00,2026-02-07 06:00:00,1,0.044749999999999984
2026-02-07,2026-02-07 01:00:00,2026-02-07 07:00:00,2,0.01695
2026-02-07,2026-02-07 02:00:00,2026-02-07 08:00:00,3,0.011708333333333333
2026-02-07,2026-02-07 03:00:00,2026-02-07 09:00:00,4,0.018283333333333335
2026-02-07,2026-02-07 04:00:00,2026-02-07 10:00:00,5,0.10213333333333335
2026-02-07,2026-02-07 05:00:00,2026-02-07 11:00:00,6,0.2859
2026-02-07,2026-02-07 06:00:00,2026-02-07 12:00:00,7,0.36572916666666666
2026-02-07,2026-02-07 07:00:00,2026-02-07 13:00:00,8,0.3393041666666667
2026-02-07,2026-02-07 08:00:00,2026-02-07 14:00:00,9,0.24576666666666663
2026-02-07,2026-02-07 09:00:00,2026-02-07 15:00:00,10,0.14903333333333332
2026-02-07,2026-02-07 10:00:00,2026-02-07 16:00:00,11,0.0625
2026-02-07,2026-02-07 11:00:00,2026-02-07 17:00:00,12,0.019408333333333333
2026-02-07,2026-02-07 12:00:00,2026-02-07 18:00:00,13,0.019508333333333332
2026-02-07,2026-02-07 13:00:00,2026-02-07 19:00:00,14,0.07554999999999998
2026-02-07,2026-02-07 14:00:00,2026-02-07 20:00:00,15,0.19707083333333336
2026-02-07,2026-02-07 15:00:00,2026-02-07 21:00:00,16,0.3403625
2026-02-07,2026-02-07 16:00:00,2026-02-07 22:00:00,17,0.30284583333333337
2026-02-07,2026-02-07 17:00:00,2026-02-07 23:00:00,18,0.39043333333333324
2026-02-07,2026-02-07 18:00:00,2026-02-08 00:00:00,19,0.4199083333333333
2026-02-07,2026-02-07 19:00:00,2026-02-08 01:00:00,20,0.48644583333333347
2026-02-07,2026-02-07 20:00:00,2026-02-08 02:00:00,21,0.5695020833333332
2026-02-07,2026-02-07 21:00:00,2026-02-08 03:00:00,22,0.6003270833333337
2026-02-07,2026-02-07 22:00:00,2026-02-08 04:00:00,23,0.5016833333333333
2026-02-07,2026-02-07 23:00:00,2026-02-08 05:00:00,24,0.4491583333333335
2026-02-07,2026-02-08 00:00:00,2026-02-08 06:00:00,25,0.40215833333333334
2026-02-07,2026-02-08 01:00:00,2026-02-08 07:00:00,26,0.34363333333333335
2026-02-07,2026-02-08 02:00:00,2026-02-08 08:00:00,27,0.3033208333333333
2026-02-07,2026-02-08 03:00:00,2026-02-08 09:00:00,28,0.2625645833333334
2026-02-07,2026-02-08 04:00:00,2026-02-08 10:00:00,29,0.19433333333333333
2026-02-07,2026-02-08 05:00:00,2026-02-08 11:00:00,30,0.07005416666666665
2026-02-07,2026-02-08 06:00:00,2026-02-08 12:00:00,31,0.023308333333333334
2026-02-07,2026-02-08 07:00:00,2026-02-08 13:00:00,32,0.020258333333333337
2026-02-07,2026-02-08 08:00:00,2026-02-08 14:00:00,33,0.020833333333333336
2026-02-07,2026-02-08 09:00:00,2026-02-08 15:00:00,34,0.06620416666666668
2026-02-07,2026-02-08 10:00:00,2026-02-08 16:00:00,35,0.36573333333333324
2026-02-07,2026-02-08 11:00:00,2026-02-08 17:00:00,36,0.9402249999999999
2026-02-07,2026-02-08 12:00:00,2026-02-08 18:00:00,37,0.98
2026-02-07,2026-02-08 13:00:00,2026-02-08 19:00:00,38,0.98
2026-02-07,2026-02-08 14:00:00,2026-02-08 20:00:00,39,0.98
2026-02-07,2026-02-08 15:00:00,2026-02-08 21:00:00,40,0.98
2026-02-07,2026-02-08 16:00:00,2026-02-08 22:00:00,41,0.9820833333333332
2026-02-07,2026-02-08 17:00:00,2026-02-08 23:00:00,42,0.9820833333333332
2026-02-07,2026-02-08 18:00:00,2026-02-09 00:00:00,43,0.9820833333333332
2026-02-07,2026-02-08 19:00:00,2026-02-09 01:00:00,44,0.9820833333333332
2026-02-07,2026-02-08 20:00:00,2026-02-09 02:00:00,45,0.9820833333333332
2026-02-07,2026-02-08 21:00:00,2026-02-09 03:00:00,46,0.9820833333333332
2026-02-07,2026-02-08 22:00:00,2026-02-09 04:00:00,47,0.9820833333333332
2026-02-07,2026-02-08 23:00:00,2026-02-09 05:00:00,48,0.9820833333333332
2026-02-08,2026-02-08 00:00:00,2026-02-08 06:00:00,1,0.4400062499999999
2026-02-08,2026-02-08 01:00:00,2026-02-08 07:00:00,2,0.32369375000000006
2026-02-08,2026-02-08 02:00:00,2026-02-08 08:00:00,3,0.24002916666666665
2026-02-08,2026-02-08 03:00:00,2026-02-08 09:00:00,4,0.19094583333333334
2026-02-08,2026-02-08 04:00:00,2026-02-08 10:00:00,5,0.11831458333333335
2026-02-08,2026-02-08 05:00:00,2026-02-08 11:00:00,6,0.05199791666666666
2026-02-08,2026-02-08 06:00:00,2026-02-08 12:00:00,7,0.016
2026-02-08,2026-02-08 07:00:00,2026-02-08 13:00:00,8,0.013874999999999998
2026-02-08,2026-02-08 08:00:00,2026-02-08 14:00:00,9,0.04859583333333331
2026-02-08,2026-02-08 09:00:00,2026-02-08 15:00:00,10,0.25545
2026-02-08,2026-02-08 10:00:00,2026-02-08 16:00:00,11,0.7728541666666665
2026-02-08,2026-02-08 11:00:00,2026-02-08 17:00:00,12,0.9760333333333333
2026-02-08,2026-02-08 12:00:00,2026-02-08 18:00:00,13,0.9798375
2026-02-08,2026-02-08 13:00:00,2026-02-08 19:00:00,14,0.98
2026-02-08,2026-02-08 14:00:00,2026-02-08 20:00:00,15,0.98
2026-02-08,2026-02-08 15:00:00,2026-02-08 21:00:00,16,0.98
2026-02-08,2026-02-08 16:00:00,2026-02-08 22:00:00,17,0.98
2026-02-08,2026-02-08 17:00:00,2026-02-08 23:00:00,18,0.98
2026-02-08,2026-02-08 18:00:00,2026-02-09 00:00:00,19,0.98
2026-02-08,2026-02-08 19:00:00,2026-02-09 01:00:00,20,0.98
2026-02-08,2026-02-08 20:00:00,2026-02-09 02:00:00,21,0.9820625
2026-02-08,2026-02-08 21:00:00,2026-02-09 03:00:00,22,0.9841666666666666
2026-02-08,2026-02-08 22:00:00,2026-02-09 04:00:00,23,0.9841666666666666
2026-02-08,2026-02-08 23:00:00,2026-02-09 05:00:00,24,0.9841666666666666
2026-02-08,2026-02-09 00:00:00,2026-02-09 06:00:00,25,0.9841666666666666
2026-02-08,2026-02-09 01:00:00,2026-02-09 07:00:00,26,0.9841666666666666
2026-02-08,2026-02-09 02:00:00,2026-02-09 08:00:00,27,0.9841666666666666
2026-02-08,2026-02-09 03:00:00,2026-02-09 09:00:00,28,0.9813333333333333
2026-02-08,2026-02-09 04:00:00,2026-02-09 10:00:00,29,0.98
2026-02-08,2026-02-09 05:00:00,2026-02-09 11:00:00,30,0.98
2026-02-08,2026-02-09 06:00:00,2026-02-09 12:00:00,31,0.98
2026-02-08,2026-02-09 07:00:00,2026-02-09 13:00:00,32,0.98
2026-02-08,2026-02-09 08:00:00,2026-02-09 14:00:00,33,0.98
2026-02-08,2026-02-09 09:00:00,2026-02-09 15:00:00,34,0.98
2026-02-08,2026-02-09 10:00:00,2026-02-09 16:00:00,35,0.9788833333333333
2026-02-08,2026-02-09 11:00:00,2026-02-09 17:00:00,36,0.96475
2026-02-08,2026-02-09 12:00:00,2026-02-09 18:00:00,37,0.8642916666666667
2026-02-08,2026-02-09 13:00:00,2026-02-09 19:00:00,38,0.6782458333333334
2026-02-08,2026-02-09 14:00:00,2026-02-09 20:00:00,39,0.4812708333333335
2026-02-08,2026-02-09 15:00:00,2026-02-09 21:00:00,40,0.40225833333333333
2026-02-08,2026-02-09 16:00:00,2026-02-09 22:00:00,41,0.3045833333333333
2026-02-08,2026-02-09 17:00:00,2026-02-09 23:00:00,42,0.3045833333333333
2026-02-08,2026-02-09 18:00:00,2026-02-10 00:00:00,43,0.3656916666666668
2026-02-08,2026-02-09 19:00:00,2026-02-10 01:00:00,44,0.4091666666666667
2026-02-08,2026-02-09 20:00:00,2026-02-10 02:00:00,45,0.4280166666666666
2026-02-08,2026-02-09 21:00:00,2026-02-10 03:00:00,46,0.4431583333333333
2026-02-08,2026-02-09 22:00:00,2026-02-10 04:00:00,47,0.4601583333333333
2026-02-08,2026-02-09 23:00:00,2026-02-10 05:00:00,48,0.4091666666666667
2026-02-09,2026-02-09 00:00:00,2026-02-09 06:00:00,1,0.9816666666666666
2026-02-09,2026-02-09 01:00:00,2026-02-09 07:00:00,2,0.9816666666666666
2026-02-09,2026-02-09 02:00:00,2026-02-09 08:00:00,3,0.9816333333333332
2026-02-09,2026-02-09 03:00:00,2026-02-09 09:00:00,4,0.9813166666666666
2026-02-09,2026-02-09 04:00:00,2026-02-09 10:00:00,5,0.9814916666666665
2026-02-09,2026-02-09 05:00:00,2026-02-09 11:00:00,6,0.9816666666666666
2026-02-09,2026-02-09 06:00:00,2026-02-09 12:00:00,7,0.9816166666666666
2026-02-09,2026-02-09 07:00:00,2026-02-09 13:00:00,8,0.980625
2026-02-09,2026-02-09 08:00:00,2026-02-09 14:00:00,9,0.98
2026-02-09,2026-02-09 09:00:00,2026-02-09 15:00:00,10,0.98
2026-02-09,2026-02-09 10:00:00,2026-02-09 16:00:00,11,0.9794125
2026-02-09,2026-02-09 11:00:00,2026-02-09 17:00:00,12,0.9675375
2026-02-09,2026-02-09 12:00:00,2026-02-09 18:00:00,13,0.8705624999999999
2026-02-09,2026-02-09 13:00:00,2026-02-09 19:00:00,14,0.5941958333333337
2026-02-09,2026-02-09 14:00:00,2026-02-09 20:00:00,15,0.5027729166666665
2026-02-09,2026-02-09 15:00:00,2026-02-09 21:00:00,16,0.3712416666666666
2026-02-09,2026-02-09 16:00:00,2026-02-09 22:00:00,17,0.30173750000000005
2026-02-09,2026-02-09 17:00:00,2026-02-09 23:00:00,18,0.19822708333333333
2026-02-09,2026-02-09 18:00:00,2026-02-10 00:00:00,19,0.14124375000000003
2026-02-09,2026-02-09 19:00:00,2026-02-10 01:00:00,20,0.14370000000000005
2026-02-09,2026-02-09 20:00:00,2026-02-10 02:00:00,21,0.1707187500000001
2026-02-09,2026-02-09 21:00:00,2026-02-10 03:00:00,22,0.2491416666666667
2026-02-09,2026-02-09 22:00:00,2026-02-10 04:00:00,23,0.308625
2026-02-09,2026-02-09 23:00:00,2026-02-10 05:00:00,24,0.3505666666666668
2026-02-09,2026-02-10 00:00:00,2026-02-10 06:00:00,25,0.312425
2026-02-09,2026-02-10 01:00:00,2026-02-10 07:00:00,26,0.21696666666666667
2026-02-09,2026-02-10 02:00:00,2026-02-10 08:00:00,27,0.16362291666666662
2026-02-09,2026-02-10 03:00:00,2026-02-10 09:00:00,28,0.18079791666666667
2026-02-09,2026-02-10 04:00:00,2026-02-10 10:00:00,29,0.18283750000000007
2026-02-09,2026-02-10 05:00:00,2026-02-10 11:00:00,30,0.17690416666666672
2026-02-09,2026-02-10 06:00:00,2026-02-10 12:00:00,31,0.18895625000000002
2026-02-09,2026-02-10 07:00:00,2026-02-10 13:00:00,32,0.20731249999999998
2026-02-09,2026-02-10 08:00:00,2026-02-10 14:00:00,33,0.19841249999999996
2026-02-09,2026-02-10 09:00:00,2026-02-10 15:00:00,34,0.1578916666666667
2026-02-09,2026-02-10 10:00:00,2026-02-10 16:00:00,35,0.07920416666666666
2026-02-09,2026-02-10 11:00:00,2026-02-10 17:00:00,36,0.05744791666666667
2026-02-09,2026-02-10 12:00:00,2026-02-10 18:00:00,37,0.04205624999999999
2026-02-09,2026-02-10 13:00:00,2026-02-10 19:00:00,38,0.12568749999999992
2026-02-09,2026-02-10 14:00:00,2026-02-10 20:00:00,39,0.40292083333333334
2026-02-09,2026-02-10 15:00:00,2026-02-10 21:00:00,40,0.8117333333333331
2026-02-09,2026-02-10 16:00:00,2026-02-10 22:00:00,41,0.5856500000000001
2026-02-09,2026-02-10 17:00:00,2026-02-10 23:00:00,42,0.9075
2026-02-09,2026-02-10 18:00:00,2026-02-11 00:00:00,43,0.9235958333333333
2026-02-09,2026-02-10 19:00:00,2026-02-11 01:00:00,44,0.96075625
2026-02-09,2026-02-10 20:00:00,2026-02-11 02:00:00,45,0.9774062499999999
2026-02-09,2026-02-10 21:00:00,2026-02-11 03:00:00,46,0.9800208333333333
2026-02-09,2026-02-10 22:00:00,2026-02-11 04:00:00,47,0.9732979166666665
2026-02-09,2026-02-10 23:00:00,2026-02-11 05:00:00,48,0.9075
2026-02-10,2026-02-10 00:00:00,2026-02-10 06:00:00,1,0.20095000000000002
2026-02-10,2026-02-10 01:00:00,2026-02-10 07:00:00,2,0.17951249999999996
2026-02-10,2026-02-10 02:00:00,2026-02-10 08:00:00,3,0.2102791666666667
2026-02-10,2026-02-10 03:00:00,2026-02-10 09:00:00,4,0.24385416666666657
2026-02-10,2026-02-10 04:00:00,2026-02-10 10:00:00,5,0.28493333333333326
2026-02-10,2026-02-10 05:00:00,2026-02-10 11:00:00,6,0.33480624999999997
2026-02-10,2026-02-10 06:00:00,2026-02-10 12:00:00,7,0.2810666666666667
2026-02-10,2026-02-10 07:00:00,2026-02-10 13:00:00,8,0.18716875000000002
2026-02-10,2026-02-10 08:00:00,2026-02-10 14:00:00,9,0.0625
2026-02-10,2026-02-10 09:00:00,2026-02-10 15:00:00,10,0.0403125
2026-02-10,2026-02-10 10:00:00,2026-02-10 16:00:00,11,0.039720833333333344
2026-02-10,2026-02-10 11:00:00,2026-02-10 17:00:00,12,0.02051666666666668
2026-02-10,2026-02-10 12:00:00,2026-02-10 18:00:00,13,0.019158333333333333
2026-02-10,2026-02-10 13:00:00,2026-02-10 19:00:00,14,0.09319166666666674
2026-02-10,2026-02-10 14:00:00,2026-02-10 20:00:00,15,0.38430833333333325
2026-02-10,2026-02-10 15:00:00,2026-02-10 21:00:00,16,0.871425
2026-02-10,2026-02-10 16:00:00,2026-02-10 22:00:00,17,0.9530624999999999
2026-02-10,2026-02-10 17:00:00,2026-02-10 23:00:00,18,0.9731333333333333
2026-02-10,2026-02-10 18:00:00,2026-02-11 00:00:00,19,0.9783666666666667
2026-02-10,2026-02-10 19:00:00,2026-02-11 01:00:00,20,0.98
2026-02-10,2026-02-10 20:00:00,2026-02-11 02:00:00,21,0.98
2026-02-10,2026-02-10 21:00:00,2026-02-11 03:00:00,22,0.9797583333333333
2026-02-10,2026-02-10 22:00:00,2026-02-11 04:00:00,23,0.9737291666666666
2026-02-10,2026-02-10 23:00:00,2026-02-11 05:00:00,24,0.9254666666666668
2026-02-10,2026-02-11 00:00:00,2026-02-11 06:00:00,25,0.5077208333333335
2026-02-10,2026-02-11 01:00:00,2026-02-11 07:00:00,26,0.23963541666666668
2026-02-10,2026-02-11 02:00:00,2026-02-11 08:00:00,27,0.07046666666666668
2026-02-10,2026-02-11 03:00:00,2026-02-11 09:00:00,28,0.05854166666666667
2026-02-10,2026-02-11 04:00:00,2026-02-11 10:00:00,29,0.061666666666666675
2026-02-10,2026-02-11 05:00:00,2026-02-11 11:00:00,30,0.25953333333333334
2026-02-10,2026-02-11 06:00:00,2026-02-11 12:00:00,31,0.43583333333333335
2026-02-10,2026-02-11 07:00:00,2026-02-11 13:00:00,32,0.40194583333333334
2026-02-10,2026-02-11 08:00:00,2026-02-11 14:00:00,33,0.4011958333333333
2026-02-10,2026-02-11 09:00:00,2026-02-11 15:00:00,34,0.4018333333333333
2026-02-10,2026-02-11 10:00:00,2026-02-11 16:00:00,35,0.3065666666666667
2026-02-10,2026-02-11 11:00:00,2026-02-11 17:00:00,36,0.45143333333333346
2026-02-10,2026-02-11 12:00:00,2026-02-11 18:00:00,37,0.8335083333333335
2026-02-10,2026-02-11 13:00:00,2026-02-11 19:00:00,38,0.8794791666666667
2026-02-10,2026-02-11 14:00:00,2026-02-11 20:00:00,39,0.9568479166666667
2026-02-10,2026-02-11 15:00:00,2026-02-11 21:00:00,40,0.97595
2026-02-10,2026-02-11 16:00:00,2026-02-11 22:00:00,41,0.3613749999999999
2026-02-10,2026-02-11 17:00:00,2026-02-11 23:00:00,42,0.4091666666666667
2026-02-10,2026-02-11 18:00:00,2026-02-12 00:00:00,43,0.4091666666666667
2026-02-10,2026-02-11 19:00:00,2026-02-12 01:00:00,44,0.35983333333333356
2026-02-10,2026-02-11 20:00:00,2026-02-12 02:00:00,45,0.36106666666666665
2026-02-10,2026-02-11 21:00:00,2026-02-12 03:00:00,46,0.36754166666666666
2026-02-10,2026-02-11 22:00:00,2026-02-12 04:00:00,47,0.3743250000000002
2026-02-10,2026-02-11 23:00:00,2026-02-12 05:00:00,48,0.30823125
2026-02-11,2026-02-11 00:00:00,2026-02-11 06:00:00,1,0.3311020833333333
2026-02-11,2026-02-11 01:00:00,2026-02-11 07:00:00,2,0.18655625
2026-02-11,2026-02-11 02:00:00,2026-02-11 08:00:00,3,0.16828333333333326
2026-02-11,2026-02-11 03:00:00,2026-02-11 09:00:00,4,0.19502916666666667
2026-02-11,2026-02-11 04:00:00,2026-02-11 10:00:00,5,0.23216666666666663
2026-02-11,2026-02-11 05:00:00,2026-02-11 11:00:00,6,0.37001666666666666
2026-02-11,2026-02-11 06:00:00,2026-02-11 12:00:00,7,0.5330583333333334
2026-02-11,2026-02-11 07:00:00,2026-02-11 13:00:00,8,0.5074333333333335
2026-02-11,2026-02-11 08:00:00,2026-02-11 14:00:00,9,0.36511666666666664
2026-02-11,2026-02-11 09:00:00,2026-02-11 15:00:00,10,0.24385416666666665
2026-02-11,2026-02-11 10:00:00,2026-02-11 16:00:00,11,0.20288958333333332
2026-02-11,2026-02-11 11:00:00,2026-02-11 17:00:00,12,0.35082500000000005
2026-02-11,2026-02-11 12:00:00,2026-02-11 18:00:00,13,0.6699583333333334
2026-02-11,2026-02-11 13:00:00,2026-02-11 19:00:00,14,0.9520833333333334
2026-02-11,2026-02-11 14:00:00,2026-02-11 20:00:00,15,0.9690958333333334
2026-02-11,2026-02-11 15:00:00,2026-02-11 21:00:00,16,0.9520833333333334
2026-02-11,2026-02-11 16:00:00,2026-02-11 22:00:00,17,0.9761125
2026-02-11,2026-02-11 17:00:00,2026-02-11 23:00:00,18,0.9583291666666667
2026-02-11,2026-02-11 18:00:00,2026-02-12 00:00:00,19,0.9176166666666669
2026-02-11,2026-02-11 19:00:00,2026-02-12 01:00:00,20,0.8363
2026-02-11,2026-02-11 20:00:00,2026-02-12 02:00:00,21,0.7402291666666668
2026-02-11,2026-02-11 21:00:00,2026-02-12 03:00:00,22,0.7068479166666666
2026-02-11,2026-02-11 22:00:00,2026-02-12 04:00:00,23,0.5309708333333336
2026-02-11,2026-02-11 23:00:00,2026-02-12 05:00:00,24,0.46215833333333345
2026-02-11,2026-02-12 00:00:00,2026-02-12 06:00:00,25,0.4020958333333333
2026-02-11,2026-02-12 01:00:00,2026-02-12 07:00:00,26,0.31107916666666674
2026-02-11,2026-02-12 02:00:00,2026-02-12 08:00:00,27,0.25718541666666667
2026-02-11,2026-02-12 03:00:00,2026-02-12 09:00:00,28,0.1603479166666667
2026-02-11,2026-02-12 04:00:00,2026-02-12 10:00:00,29,0.08130833333333334
2026-02-11,2026-02-12 05:00:00,2026-02-12 11:00:00,30,0.057697916666666675
2026-02-11,2026-02-12 06:00:00,2026-02-12 12:00:00,31,0.03248333333333334
2026-02-11,2026-02-12 07:00:00,2026-02-12 13:00:00,32,0.028133333333333337
2026-02-11,2026-02-12 08:00:00,2026-02-12 14:00:00,33,0.02353333333333333
2026-02-11,2026-02-12 09:00:00,2026-02-12 15:00:00,34,0.026483333333333327
2026-02-11,2026-02-12 10:00:00,2026-02-12 16:00:00,35,0.05122083333333333
2026-02-11,2026-02-12 11:00:00,2026-02-12 17:00:00,36,0.09035625000000001
2026-02-11,2026-02-12 12:00:00,2026-02-12 18:00:00,37,0.2063854166666667
2026-02-11,2026-02-12 13:00:00,2026-02-12 19:00:00,38,0.26175625
2026-02-11,2026-02-12 14:00:00,2026-02-12 20:00:00,39,0.2647875
2026-02-11,2026-02-12 15:00:00,2026-02-12 21:00:00,40,0.2242791666666666
2026-02-11,2026-02-12 16:00:00,2026-02-12 22:00:00,41,0.04218333333333334
2026-02-11,2026-02-12 17:00:00,2026-02-12 23:00:00,42,0.03823333333333333
2026-02-11,2026-02-12 18:00:00,2026-02-13 00:00:00,43,0.029299999999999996
2026-02-11,2026-02-12 19:00:00,2026-02-13 01:00:00,44,0.025072916666666667
2026-02-11,2026-02-12 20:00:00,2026-02-13 02:00:00,45,0.014183333333333334
2026-02-11,2026-02-12 21:00:00,2026-02-13 03:00:00,46,0.012495833333333334
2026-02-11,2026-02-12 22:00:00,2026-02-13 04:00:00,47,0.013433333333333332
2026-02-11,2026-02-12 23:00:00,2026-02-13 05:00:00,48,0.025954166666666667
2026-02-12,2026-02-12 00:00:00,2026-02-12 06:00:00,1,0.18645416666666667
2026-02-12,2026-02-12 01:00:00,2026-02-12 07:00:00,2,0.11842708333333335
2026-02-12,2026-02-12 02:00:00,2026-02-12 08:00:00,3,0.0625
2026-02-12,2026-02-12 03:00:00,2026-02-12 09:00:00,4,0.019733333333333332
2026-02-12,2026-02-12 04:00:00,2026-02-12 10:00:00,5,0.010833333333333334
2026-02-12,2026-02-12 05:00:00,2026-02-12 11:00:00,6,0.011916666666666666
2026-02-12,2026-02-12 06:00:00,2026-02-12 12:00:00,7,0.019925000000000002
2026-02-12,2026-02-12 07:00:00,2026-02-12 13:00:00,8,0.051850000000000014
2026-02-12,2026-02-12 08:00:00,2026-02-12 14:00:00,9,0.0625
2026-02-12,2026-02-12 09:00:00,2026-02-12 15:00:00,10,0.0625
2026-02-12,2026-02-12 10:00:00,2026-02-12 16:00:00,11,0.11235208333333334
2026-02-12,2026-02-12 11:00:00,2026-02-12 17:00:00,12,0.10865833333333334
2026-02-12,2026-02-12 12:00:00,2026-02-12 18:00:00,13,0.08304166666666671
2026-02-12,2026-02-12 13:00:00,2026-02-12 19:00:00,14,0.1480708333333334
2026-02-12,2026-02-12 14:00:00,2026-02-12 20:00:00,15,0.12191458333333333
2026-02-12,2026-02-12 15:00:00,2026-02-12 21:00:00,16,0.0941583333333334
2026-02-12,2026-02-12 16:00:00,2026-02-12 22:00:00,17,0.1652604166666667
2026-02-12,2026-02-12 17:00:00,2026-02-12 23:00:00,18,0.07417916666666666
2026-02-12,2026-02-12 18:00:00,2026-02-13 00:00:00,19,0.05697916666666667
2026-02-12,2026-02-12 19:00:00,2026-02-13 01:00:00,20,0.03253333333333333
2026-02-12,2026-02-12 20:00:00,2026-02-13 02:00:00,21,0.020945833333333337
2026-02-12,2026-02-12 21:00:00,2026-02-13 03:00:00,22,0.020833333333333336
2026-02-12,2026-02-12 22:00:00,2026-02-13 04:00:00,23,0.018383333333333335
2026-02-12,2026-02-12 23:00:00,2026-02-13 05:00:00,24,0.017108333333333333
2026-02-12,2026-02-13 00:00:00,2026-02-13 06:00:00,25,0.018383333333333335
2026-02-12,2026-02-13 01:00:00,2026-02-13 07:00:00,26,0.020833333333333336
2026-02-12,2026-02-13 02:00:00,2026-02-13 08:00:00,27,0.020920833333333336
2026-02-12,2026-02-13 03:00:00,2026-02-13 09:00:00,28,0.026633333333333335
2026-02-12,2026-02-13 04:00:00,2026-02-13 10:00:00,29,0.04183541666666667
2026-02-12,2026-02-13 05:00:00,2026-02-13 11:00:00,30,0.040179166666666676
2026-02-12,2026-02-13 06:00:00,2026-02-13 12:00:00,31,0.026133333333333328
2026-02-12,2026-02-13 07:00:00,2026-02-13 13:00:00,32,0.020983333333333333
2026-02-12,2026-02-13 08:00:00,2026-02-13 14:00:00,33,0.019333333333333334
2026-02-12,2026-02-13 09:00:00,2026-02-13 15:00:00,34,0.013683333333333336
2026-02-12,2026-02-13 10:00:00,2026-02-13 16:00:00,35,0.012583333333333335
2026-02-12,2026-02-13 11:00:00,2026-02-13 17:00:00,36,0.016933333333333335
2026-02-12,2026-02-13 12:00:00,2026-02-13 18:00:00,37,0.021358333333333337
2026-02-12,2026-02-13 13:00:00,2026-02-13 19:00:00,38,0.039075
2026-02-12,2026-02-13 14:00:00,2026-02-13 20:00:00,39,0.06201041666666668
2026-02-12,2026-02-13 15:00:00,2026-02-13 21:00:00,40,0.13360208333333334
2026-02-12,2026-02-13 16:00:00,2026-02-13 22:00:00,41,0.2043458333333333
2026-02-12,2026-02-13 17:00:00,2026-02-13 23:00:00,42,0.36630833333333335
2026-02-12,2026-02-13 18:00:00,2026-02-14 00:00:00,43,0.42541666666666667
2026-02-12,2026-02-13 19:00:00,2026-02-14 01:00:00,44,0.6417
2026-02-12,2026-02-13 20:00:00,2026-02-14 02:00:00,45,0.7124999999999999
2026-02-12,2026-02-13 21:00:00,2026-02-14 03:00:00,46,0.7124999999999999
2026-02-12,2026-02-13 22:00:00,2026-02-14 04:00:00,47,0.5354999999999996
2026-02-12,2026-02-13 23:00:00,2026-02-14 05:00:00,48,0.4091666666666667
2026-02-13,2026-02-13 00:00:00,2026-02-13 06:00:00,1,0.017333333333333333
2026-02-13,2026-02-13 01:00:00,2026-02-13 07:00:00,2,0.018383333333333335
2026-02-13,2026-02-13 02:00:00,2026-02-13 08:00:00,3,0.01635
2026-02-13,2026-02-13 03:00:00,2026-02-13 09:00:00,4,0.014208333333333333
2026-02-13,2026-02-13 04:00:00,2026-02-13 10:00:00,5,0.013541666666666667
2026-02-13,2026-02-13 05:00:00,2026-02-13 11:00:00,6,0.011625
2026-02-13,2026-02-13 06:00:00,2026-02-13 12:00:00,7,0.010833333333333334
2026-02-13,2026-02-13 07:00:00,2026-02-13 13:00:00,8,0.010833333333333334
2026-02-13,2026-02-13 08:00:00,2026-02-13 14:00:00,9,0.013166666666666665
2026-02-13,2026-02-13 09:00:00,2026-02-13 15:00:00,10,0.015716666666666667
2026-02-13,2026-02-13 10:00:00,2026-02-13 16:00:00,11,0.012375
2026-02-13,2026-02-13 11:00:00,2026-02-13 17:00:00,12,0.0148125
2026-02-13,2026-02-13 12:00:00,2026-02-13 18:00:00,13,0.026329166666666667
2026-02-13,2026-02-13 13:00:00,2026-02-13 19:00:00,14,0.10696666666666667
2026-02-13,2026-02-13 14:00:00,2026-02-13 20:00:00,15,0.2266416666666666
2026-02-13,2026-02-13 15:00:00,2026-02-13 21:00:00,16,0.36981250000000004
2026-02-13,2026-02-13 16:00:00,2026-02-13 22:00:00,17,0.27165833333333333
2026-02-13,2026-02-13 17:00:00,2026-02-13 23:00:00,18,0.4027833333333333
2026-02-13,2026-02-13 18:00:00,2026-02-14 00:00:00,19,0.5686458333333333
2026-02-13,2026-02-13 19:00:00,2026-02-14 01:00:00,20,0.7338708333333333
